Season,Crop,Area,Rainfall,avg_temp,PH,soil_type
Whole Year ,3,20,3020.7,19.75,7.5,Loamy soil
Kharif     ,4,8585,2244.4,14.2,7.5,Loamy soil
Kharif     ,0,10412,2244.4,19.28,7.5,Loamy soil
Rabi       ,9,423,2244.4,16.77,7.5,Loamy soil
Whole Year ,8,682,2244.4,19.28,7.5,Loamy soil
Whole Year ,3,21,2244.4,17.55,7.5,Loamy soil
Kharif     ,4,8596,1749.9,19.75,7.5,Loamy soil
Kharif     ,0,11770,1749.9,12.1,7.5,Loamy soil
Rabi       ,9,400,1749.9,19.28,7.5,Loamy soil
Whole Year ,8,705,1749.9,12.1,7.5,Loamy soil
Whole Year ,3,30,1749.9,14.2,7.5,Loamy soil
Kharif     ,4,9960,2855.7,17.55,7.5,Loamy soil
Kharif     ,0,11654,2855.7,17.08,7.5,Loamy soil
Rabi       ,9,475,2855.7,12.09,7.5,Loamy soil
Whole Year ,8,732,2855.7,17.08,7.5,Loamy soil
Whole Year ,3,31,2855.7,19.89,7.5,Loamy soil
Kharif     ,4,10278,2193.7,14.32,7.5,Loamy soil
Kharif     ,0,11839,2193.7,19.07,7.5,Loamy soil
Rabi       ,9,475,2193.7,17.08,7.5,Loamy soil
Whole Year ,8,778,2193.7,19.07,7.5,Loamy soil
Whole Year ,3,31,2193.7,17.57,7.5,Loamy soil
Kharif     ,4,10340,3440.3,19.89,7.5,Loamy soil
Kharif     ,0,12239,3440.3,12.09,7.5,Loamy soil
Rabi       ,9,460,3440.3,19.07,7.5,Loamy soil
Whole Year ,8,860,3440.3,12.09,7.5,Loamy soil
Kharif     ,4,10325,2042.9,19.07,7.5,Loamy soil
Kharif     ,0,12150,2042.9,17.57,7.5,Loamy soil
Rabi       ,9,465,2042.9,19.89,7.5,Loamy soil
Whole Year ,8,863,2042.9,17.57,7.5,Loamy soil
Whole Year ,3,27,2042.9,17.08,7.5,Loamy soil
Kharif     ,4,10390,2403.2,12.09,7.5,Loamy soil
Kharif     ,0,11450,2403.2,14.32,7.5,Loamy soil
Rabi       ,9,558,2403.2,17.57,7.5,Loamy soil
Whole Year ,8,872,2403.2,14.18,7.5,Loamy soil
Whole Year ,3,52,2403.2,18.39,7.5,Loamy soil
Kharif     ,4,1530,2042.9,16.63,7.5,Loamy soil
Kharif     ,0,2890,2042.9,20.21,7.5,Loamy soil
Whole Year ,8,32,2042.9,16.63,7.5,Loamy soil
Kharif     ,4,1595,2403.2,20.21,7.5,Loamy soil
Kharif     ,0,2890,2403.2,12.29,7.5,Loamy soil
Kharif     ,4,5400,2389.2,20.21,7.5,Loamy soil
Kharif     ,0,9580,2389.2,12.29,7.5,Loamy soil
Rabi       ,9,170,2389.2,18.39,7.5,Loamy soil
Whole Year ,8,76,2389.2,12.29,7.5,Loamy soil
Whole Year ,3,92,2389.2,14.18,7.5,Loamy soil
Kharif     ,4,5450,2451.8,17.85,7.5,Loamy soil
Kharif     ,0,9650,2451.8,16.63,7.5,Loamy soil
Rabi       ,9,175,2451.8,12.29,7.5,Loamy soil
Whole Year ,8,100,2451.8,16.63,7.5,Loamy soil
Whole Year ,3,95,2451.8,12.29,7.5,Loamy soil
Kharif     ,4,5500,2545.7,18.39,7.5,Loamy soil
Kharif     ,0,9655,2545.7,17.85,7.5,Loamy soil
Rabi       ,9,180,2545.7,20.38,7.5,Loamy soil
